GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,ACK001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area name,ICPSR State Code,ICPSR County Code,Total
"G1801530","1840","Indiana","180","Sullivan","1530","Sullivan","22","1530",543
"G1801550","1840","Indiana","180","Switzerland","1550","Switzerland","22","1550",18
"G1801570","1840","Indiana","180","Tippecanoe","1570","Tippecanoe","22","1570",1246
"G1801610","1840","Indiana","180","Union","1610","Union","22","1610",200
"G1801630","1840","Indiana","180","Vanderburgh","1630","Vanderburgh","22","1630",198
"G1801650","1840","Indiana","180","Vermillion","1650","Vermillion","22","1650",265
"G1801670","1840","Indiana","180","Vigo","1670","Vigo","22","1670",666
"G1801690","1840","Indiana","180","Wabash","1690","Wabash","22","1690",224
"G1801710","1840","Indiana","180","Warren","1710","Warren","22","1710",465
"G1801730","1840","Indiana","180","Warrick","1730","Warrick","22","1730",715
"G1801750","1840","Indiana","180","Washington","1750","Washington","22","1750",1332
"G1801770","1840","Indiana","180","Wayne","1770","Wayne","22","1770",42
"G1801790","1840","Indiana","180","Wells","1790","Wells","22","1790",230
"G1801810","1840","Indiana","180","White","1810","White","22","1810",15
"G1801830","1840","Indiana","180","Whitley","1830","Whitley","22","1830",79
"G1950015","1840","Iowa Territory","195","Cedar","0015","Cedar","31","310",51
"G1950035","1840","Iowa Territory","195","Clayton","0035","Clayton","31","430",76
"G1950055","1840","Iowa Territory","195","Clinton","0055","Clinton","31","450",0
"G1950075","1840","Iowa Territory","195","Delaware","0075","Delaware","31","550",0
"G1950095","1840","Iowa Territory","195","Des Moines","0095","Des Moines","31","570",193
"G1950115","1840","Iowa Territory","195","Dubuque","0115","Dubuque","31","610",111
"G1950135","1840","Iowa Territory","195","Henry","0135","Henry","31","870",45
"G1950155","1840","Iowa Territory","195","Jackson","0155","Jackson","31","970",17
"G1950175","1840","Iowa Territory","195","Jefferson","0175","Jefferson","31","1010",1
"G1950195","1840","Iowa Territory","195","Johnson","0195","Johnson","31","1030",110
"G1950215","1840","Iowa Territory","195","Jones","0215","Jones","31","1050",5
"G1950235","1840","Iowa Territory","195","Lee","0235","Lee","31","1110",89
"G1950255","1840","Iowa Territory","195","Linn","0255","Linn","31","1130",67
"G1950275","1840","Iowa Territory","195","Louisa","0275","Louisa","31","1150",0
"G1950295","1840","Iowa Territory","195","Muscatine","0295","Muscatine","31","1390",10
"G1950315","1840","Iowa Territory","195","Scott","0315","Scott","31","1630",19
"G1950335","1840","Iowa Territory","195","Van Buren","0335","Van Buren","31","1770",200
"G1950355","1840","Iowa Territory","195","Washington","0355","Washington","31","1830",124
"G2100010","1840","Kentucky","210","Adair","0010","Adair","51","10",654
"G2100030","1840","Kentucky","210","Allen","0030","Allen","51","30",1032
"G2100050","1840","Kentucky","210","Anderson","0050","Anderson","51","50",231
"G2100090","1840","Kentucky","210","Barren","0090","Barren","51","90",1118
"G2100110","1840","Kentucky","210","Bath","0110","Bath","51","110",865
"G2100150","1840","Kentucky","210","Boone","0150","Boone","51","150",447
"G2100170","1840","Kentucky","210","Bourbon","0170","Bourbon","51","170",317
"G2100230","1840","Kentucky","210","Bracken","0230","Bracken","51","230",449
"G2100250","1840","Kentucky","210","Breathitt","0250","Breathitt","51","250",487
"G2100270","1840","Kentucky","210","Breckinridge","0270","Breckinridge","51","270",536
"G2100290","1840","Kentucky","210","Bullitt","0290","Bullitt","51","290",103
"G2100310","1840","Kentucky","210","Butler","0310","Butler","51","310",376
"G2100330","1840","Kentucky","210","Caldwell","0330","Caldwell","51","330",890
"G2100350","1840","Kentucky","210","Calloway","0350","Calloway","51","350",1502
"G2100370","1840","Kentucky","210","Campbell","0370","Campbell","51","370",87
"G2100410","1840","Kentucky","210","Carroll","0410","Carroll","51","410",247
"G2100430","1840","Kentucky","210","Carter","0430","Carter","51","430",531
"G2100450","1840","Kentucky","210","Casey","0450","Casey","51","450",959
"G2100470","1840","Kentucky","210","Christian","0470","Christian","51","470",702
"G2100490","1840","Kentucky","210","Clark","0490","Clark","51","490",168
"G2100510","1840","Kentucky","210","Clay","0510","Clay","51","510",671
"G2100530","1840","Kentucky","210","Clinton","0530","Clinton","51","530",580
"G2100570","1840","Kentucky","210","Cumberland","0570","Cumberland","51","570",147
"G2100590","1840","Kentucky","210","Daviess","0590","Daviess","51","590",466
"G2100610","1840","Kentucky","210","Edmonson","0610","Edmonson","51","610",218
"G2100650","1840","Kentucky","210","Estill","0650","Estill","51","650",912
"G2100670","1840","Kentucky","210","Fayette","0670","Fayette","51","670",409
"G2100690","1840","Kentucky","210","Fleming","0690","Fleming","51","690",176
"G2100710","1840","Kentucky","210","Floyd","0710","Floyd","51","710",673
"G2100730","1840","Kentucky","210","Franklin","0730","Franklin","51","730",193
"G2100770","1840","Kentucky","210","Gallatin","0770","Gallatin","51","770",271
"G2100790","1840","Kentucky","210","Garrard","0790","Garrard","51","790",777
"G2100810","1840","Kentucky","210","Grant","0810","Grant","51","810",241
"G2100830","1840","Kentucky","210","Graves","0830","Graves","51","830",1088
"G2100850","1840","Kentucky","210","Grayson","0850","Grayson","51","850",328
"G2100870","1840","Kentucky","210","Green","0870","Green","51","870",614
"G2100890","1840","Kentucky","210","Greenup","0890","Greenup","51","890",405
"G2100910","1840","Kentucky","210","Hancock","0910","Hancock","51","910",170
"G2100930","1840","Kentucky","210","Hardin","0930","Hardin","51","930",818
"G2100950","1840","Kentucky","210","Harlan","0950","Harlan","51","950",697
"G2100970","1840","Kentucky","210","Harrison","0970","Harrison","51","970",53
"G2100990","1840","Kentucky","210","Hart","0990","Hart","51","990",865
"G2101010","1840","Kentucky","210","Henderson","1010","Henderson","51","1010",384
"G2101030","1840","Kentucky","210","Henry","1030","Henry","51","1030",228
"G2101050","1840","Kentucky","210","Hickman","1050","Hickman","51","1050",891
"G2101070","1840","Kentucky","210","Hopkins","1070","Hopkins","51","1070",24
"G2101110","1840","Kentucky","210","Jefferson","1110","Jefferson","51","1110",334
"G2101130","1840","Kentucky","210","Jessamine","1130","Jessamine","51","1130",348
"G2101170","1840","Kentucky","210","Kenton","1170","Kenton","51","1170",645
"G2101210","1840","Kentucky","210","Knox","1210","Knox","51","1210",507
"G2101250","1840","Kentucky","210","Laurel","1250","Laurel","51","1250",0
"G2101270","1840","Kentucky","210","Lawrence","1270","Lawrence","51","1270",558
"G2101350","1840","Kentucky","210","Lewis","1350","Lewis","51","1350",0
"G2101370","1840","Kentucky","210","Lincoln","1370","Lincoln","51","1370",83
"G2101390","1840","Kentucky","210","Livingston","1390","Livingston","51","1390",286
"G2101410","1840","Kentucky","210","Logan","1410","Logan","51","1410",190
"G2101450","1840","Kentucky","210","McCracken","1450","Mccracken","51","1450",514
"G2101510","1840","Kentucky","210","Madison","1510","Madison","51","1510",754
"G2101550","1840","Kentucky","210","Marion","1550","Marion","51","1550",788
"G2101610","1840","Kentucky","210","Mason","1610","Mason","51","1610",116
"G2101630","1840","Kentucky","210","Meade","1630","Meade","51","1630",187
"G2101670","1840","Kentucky","210","Mercer","1670","Mercer","51","1670",863
"G2101710","1840","Kentucky","210","Monroe","1710","Monroe","51","1710",684
"G2101730","1840","Kentucky","210","Montgomery","1730","Montgomery","51","1730",317
"G2101750","1840","Kentucky","210","Morgan","1750","Morgan","51","1750",837
"G2101770","1840","Kentucky","210","Muhlenberg","1770","Muhlenberg","51","1770",0
"G2101790","1840","Kentucky","210","Nelson","1790","Nelson","51","1790",294
"G2101810","1840","Kentucky","210","Nicholas","1810","Nicholas","51","1810",489
"G2101830","1840","Kentucky","210","Ohio","1830","Ohio","51","1830",554
"G2101850","1840","Kentucky","210","Oldham","1850","Oldham","51","1850",90
"G2101870","1840","Kentucky","210","Owen","1870","Owen","51","1870",417
"G2101910","1840","Kentucky","210","Pendleton","1910","Pendleton","51","1910",119
"G2101930","1840","Kentucky","210","Perry","1930","Perry","51","1930",0
"G2101950","1840","Kentucky","210","Pike","1950","Pike","51","1950",852
"G2101990","1840","Kentucky","210","Pulaski","1990","Pulaski","51","1990",154
"G2102030","1840","Kentucky","210","Rockcastle","2030","Rockcastle","51","2030",0
"G2102070","1840","Kentucky","210","Russell","2070","Russell","51","2070",298
"G2102090","1840","Kentucky","210","Scott","2090","Scott","51","2090",282
"G2102110","1840","Kentucky","210","Shelby","2110","Shelby","51","2110",367
"G2102130","1840","Kentucky","210","Simpson","2130","Simpson","51","2130",74
"G2102150","1840","Kentucky","210","Spencer","2150","Spencer","51","2150",276
"G2102190","1840","Kentucky","210","Todd","2190","Todd","51","2190",356
"G2102210","1840","Kentucky","210","Trigg","2210","Trigg","51","2210",641
"G2102230","1840","Kentucky","210","Trimble","2230","Trimble","51","2230",218
"G2102250","1840","Kentucky","210","Union","2250","Union","51","2250",442
"G2102270","1840","Kentucky","210","Warren","2270","Warren","51","2270",36
"G2102290","1840","Kentucky","210","Washington","2290","Washington","51","2290",157
"G2102310","1840","Kentucky","210","Wayne","2310","Wayne","51","2310",811
"G2102350","1840","Kentucky","210","Whitley","2350","Whitley","51","2350",924
"G2102390","1840","Kentucky","210","Woodford","2390","Woodford","51","2390",156
"G2200050","1840","Louisiana","220","Ascension","0050","Ascension","45","50",153
"G2200070","1840","Louisiana","220","Assumption","0070","Assumption","45","70",0
"G2200090","1840","Louisiana","220","Avoyelles","0090","Avoyelles","45","90",292
"G2200170","1840","Louisiana","220","Caddo","0170","Caddo","45","170",8
"G2200190","1840","Louisiana","220","Calcasieu","0190","Calcasieu","45","190",151
"G2200210","1840","Louisiana","220","Caldwell","0210","Caldwell","45","210",0
"G2200235","1840","Louisiana","220","Carroll","0235","Carroll","45","235",45
"G2200250","1840","Louisiana","220","Catahoula","0250","Catahoula","45","250",360
"G2200270","1840","Louisiana","220","Claiborne","0270","Claiborne","45","270",377
"G2200290","1840","Louisiana","220","Concordia","0290","Concordia","45","290",22
"G2200330","1840","Louisiana","220","East Baton Rouge","0330","East Baton Rouge","45","330",110
"G2200370","1840","Louisiana","220","East Feliciana","0370","East Feliciana","45","370",201
"G2200470","1840","Louisiana","220","Iberville","0470","Iberville","45","470",128
"G2200510","1840","Louisiana","220","Jefferson","0510","Jefferson","45","510",46
"G2200550","1840","Louisiana","220","Lafayette","0550","Lafayette","45","550",945
"G2200570","1840","Louisiana","220","Lafourche","0570","Lafourche","45","570",0
"G2200630","1840","Louisiana","220","Livingston","0630","Livingston","45","630",131
"G2200650","1840","Louisiana","220","Madison","0650","Madison","45","650",19
"G2200690","1840","Louisiana","220","Natchitoches","0690","Natchitoches","45","690",321
"G2200710","1840","Louisiana","220","Orleans","0710","Orleans","45","710",171
"G2200730","1840","Louisiana","220","Ouachita","0730","Ouachita","45","730",131
"G2200750","1840","Louisiana","220","Plaquemines","0750","Plaquemines","45","750",0
"G2200770","1840","Louisiana","220","Pointe Coupee","0770","Pointe Coupee","45","770",54
"G2200790","1840","Louisiana","220","Rapides","0790","Rapides","45","790",81
"G2200870","1840","Louisiana","220","St Bernard","0870","St Bernard","45","870",0
"G2200890","1840","Louisiana","220","St Charles","0890","St Charles","45","890",82
"G2200910","1840","Louisiana","220","St Helena","0910","St Helena","45","910",84
"G2200930","1840","Louisiana","220","St James","0930","St James","45","930",89
"G2200950","1840","Louisiana","220","St John The Baptist","0950","St John The Baptist","45","950",147
"G2200970","1840","Louisiana","220","St Landry","0970","St Landry","45","970",127
"G2200990","1840","Louisiana","220","St Martin","0990","St Martin","45","990",456
"G2201010","1840","Louisiana","220","St Mary","1010","St Mary","45","1010",36
"G2201030","1840","Louisiana","220","St Tammany","1030","St Tammany","45","1030",0
"G2201090","1840","Louisiana","220","Terrebonne","1090","Terrebonne","45","1090",0
"G2201110","1840","Louisiana","220","Union","1110","Union","45","1110",54
"G2201170","1840","Louisiana","220","Washington","1170","Washington","45","1170",3
"G2201210","1840","Louisiana","220","West Baton Rouge","1210","West Baton Rouge","45","1210",37
"G2201250","1840","Louisiana","220","West Feliciana","1250","West Feliciana","45","1250",0
"G2300030","1840","Maine","230","Aroostook","0030","Aroostook","2","30",971
"G2300050","1840","Maine","230","Cumberland","0050","Cumberland","2","50",121
"G2300070","1840","Maine","230","Franklin","0070","Franklin","2","70",60
"G2300090","1840","Maine","230","Hancock","0090","Hancock","2","90",68
"G2300110","1840","Maine","230","Kennebec","0110","Kennebec","2","110",499
"G2300150","1840","Maine","230","Lincoln","0150","Lincoln","2","150",229
"G2300170","1840","Maine","230","Oxford","0170","Oxford","2","170",151
"G2300190","1840","Maine","230","Penobscot","0190","Penobscot","2","190",225
"G2300210","1840","Maine","230","Piscataquis","0210","Piscataquis","2","210",9
"G2300250","1840","Maine","230","Somerset","0250","Somerset","2","250",59
"G2300270","1840","Maine","230","Waldo","0270","Waldo","2","270",192
"G2300290","1840","Maine","230","Washington","0290","Washington","2","290",272
"G2300310","1840","Maine","230","York","0310","York","2","310",385
"G2400010","1840","Maryland","240","Allegany","0010","Allegany","52","10",589
"G2400030","1840","Maryland","240","Anne Arundel","0030","Anne Arundel","52","30",949
"G2400050","1840","Maryland","240","Baltimore","0050","Baltimore","52","50",2405
"G2400090","1840","Maryland","240","Calvert","0090","Calvert","52","70",487
"G2400110","1840","Maryland","240","Caroline","0110","Caroline","52","90",455
"G2400130","1840","Maryland","240","Carroll","0130","Carroll","52","110",337
"G2400150","1840","Maryland","240","Cecil","0150","Cecil","52","130",249
"G2400170","1840","Maryland","240","Charles","0170","Charles","52","150",56
"G2400190","1840","Maryland","240","Dorchester","0190","Dorchester","52","170",1045
"G2400210","1840","Maryland","240","Frederick","0210","Frederick","52","190",887
"G2400250","1840","Maryland","240","Harford","0250","Harford","52","230",44
"G2400290","1840","Maryland","240","Kent","0290","Kent","52","270",199
"G2400310","1840","Maryland","240","Montgomery","0310","Montgomery","52","290",426
"G2400330","1840","Maryland","240","Prince Georges","0330","Prince Georges","52","310",367
"G2400350","1840","Maryland","240","Queen Anne's","0350","Queen Anne's","52","330",371
"G2400370","1840","Maryland","240","St Mary's","0370","St Mary's","52","370",661
"G2400390","1840","Maryland","240","Somerset","0390","Somerset","52","350",561
"G2400410","1840","Maryland","240","Talbot","0410","Talbot","52","390",443
"G2400430","1840","Maryland","240","Washington","0430","Washington","52","410",721
"G2400470","1840","Maryland","240","Worcester","0470","Worcester","52","450",565
"G2500010","1840","Massachusetts","250","Barnstable","0010","Barnstable","3","10",89
"G2500030","1840","Massachusetts","250","Berkshire","0030","Berkshire","3","30",315
"G2500050","1840","Massachusetts","250","Bristol","0050","Bristol","3","50",584
"G2500070","1840","Massachusetts","250","Dukes","0070","Dukes","3","70",4
"G2500090","1840","Massachusetts","250","Essex","0090","Essex","3","90",188
"G2500110","1840","Massachusetts","250","Franklin","0110","Franklin","3","110",0
"G2500130","1840","Massachusetts","250","Hampden","0130","Hampden","3","130",40
"G2500150","1840","Massachusetts","250","Hampshire","0150","Hampshire","3","150",537
"G2500170","1840","Massachusetts","250","Middlesex","0170","Middlesex","3","170",865
"G2500190","1840","Massachusetts","250","Nantucket","0190","Nantucket","3","190",6
"G2500210","1840","Massachusetts","250","Norfolk","0210","Norfolk","3","210",346
"G2500230","1840","Massachusetts","250","Plymouth","0230","Plymouth","3","230",60
"G2500250","1840","Massachusetts","250","Suffolk","0250","Suffolk","3","250",1255
"G2500270","1840","Massachusetts","250","Worcester","0270","Worcester","3","270",159
"G2600050","1840","Michigan","260","Allegan","0050","Allegan","23","50",1
"G2600150","1840","Michigan","260","Barry","0150","Barry","23","150",0
"G2600210","1840","Michigan","260","Berrien","0210","Berrien","23","210",45
"G2600230","1840","Michigan","260","Branch","0230","Branch","23","230",2
"G2600250","1840","Michigan","260","Calhoun","0250","Calhoun","23","250",146
"G2600270","1840","Michigan","260","Cass","0270","Cass","23","270",256
"G2600330","1840","Michigan","260","Chippewa","0330","Chippewa","23","330",97
"G2600370","1840","Michigan","260","Clinton","0370","Clinton","23","370",0
"G2600450","1840","Michigan","260","Eaton","0450","Eaton","23","450",0
"G2600490","1840","Michigan","260","Genesee","0490","Genesee","23","490",0
"G2600590","1840","Michigan","260","Hillsdale","0590","Hillsdale","23","590",20
"G2600650","1840","Michigan","260","Ingham","0650","Ingham","23","650",5
"G2600670","1840","Michigan","260","Ionia","0670","Ionia","23","670",0
"G2600750","1840","Michigan","260","Jackson","0750","Jackson","23","750",26
"G2600770","1840","Michigan","260","Kalamazoo","0770","Kalamazoo","23","770",2
"G2600810","1840","Michigan","260","Kent","0810","Kent","23","810",8
"G2600870","1840","Michigan","260","Lapeer","0870","Lapeer","23","870",0
"G2600910","1840","Michigan","260","Lenawee","0910","Lenawee","23","910",45
"G2600930","1840","Michigan","260","Livingston","0930","Livingston","23","930",0
"G2600990","1840","Michigan","260","Macomb","0990","Macomb","23","990",237
"G2601095","1840","Michigan","260","Michilimackinac","1095","Michilimackinac","23","970",172
"G2601150","1840","Michigan","260","Monroe","1150","Monroe","23","1150",187
"G2601250","1840","Michigan","260","Oakland","1250","Oakland","23","1250",4
"G2601270","1840","Michigan","260","Oceana","1270","Oceana","23","1270",0
"G2601390","1840","Michigan","260","Ottawa","1390","Ottawa","23","1390",15
"G2601450","1840","Michigan","260","Saginaw","1450","Saginaw","23","1450",25
"G2601470","1840","Michigan","260","St Clair","1470","St Clair","23","1470",64
"G2601490","1840","Michigan","260","St Joseph","1490","St Joseph","23","1490",8
"G2601550","1840","Michigan","260","Shiawassee","1550","Shiawassee","23","1550",28
"G2601590","1840","Michigan","260","Van Buren","1590","Van Buren","23","1590",8
"G2601610","1840","Michigan","260","Washtenaw","1610","Washtenaw","23","1610",108
"G2601630","1840","Michigan","260","Wayne","1630","Wayne","23","1630",664
"G2800010","1840","Mississippi","280","Adams","0010","Adams","46","10",24
"G2800050","1840","Mississippi","280","Amite","0050","Amite","46","50",233
"G2800070","1840","Mississippi","280","Attala","0070","Attala","46","70",189
"G2800110","1840","Mississippi","280","Bolivar","0110","Bolivar","46","110",0
"G2800150","1840","Mississippi","280","Carroll","0150","Carroll","46","150",40
"G2800170","1840","Mississippi","280","Chickasaw","0170","Chickasaw","46","170",134
"G2800190","1840","Mississippi","280","Choctaw","0190","Choctaw","46","190",293
"G2800210","1840","Mississippi","280","Claiborne","0210","Claiborne","46","210",133
"G2800230","1840","Mississippi","280","Clarke","0230","Clarke","46","230",179
"G2800270","1840","Mississippi","280","Coahoma","0270","Coahoma","46","270",77
"G2800290","1840","Mississippi","280","Copiah","0290","Copiah","46","290",525
"G2800310","1840","Mississippi","280","Covington","0310","Covington","46","310",202
"G2800330","1840","Mississippi","280","DeSoto","0330","De Soto","46","330",24
"G2800370","1840","Mississippi","280","Franklin","0370","Franklin","46","370",223
"G2800410","1840","Mississippi","280","Greene","0410","Greene","46","410",127
"G2800450","1840","Mississippi","280","Hancock","0450","Hancock","46","450",330
"G2800490","1840","Mississippi","280","Hinds","0490","Hinds","46","490",61
"G2800510","1840","Mississippi","280","Holmes","0510","Holmes","46","510",221
"G2800570","1840","Mississippi","280","Itawamba","0570","Itawamba","46","570",645
"G2800590","1840","Mississippi","280","Jackson","0590","Jackson","46","590",123
"G2800610","1840","Mississippi","280","Jasper","0610","Jasper","46","610",47
"G2800630","1840","Mississippi","280","Jefferson","0630","Jefferson","46","630",10
"G2800670","1840","Mississippi","280","Jones","0670","Jones","46","670",0
"G2800690","1840","Mississippi","280","Kemper","0690","Kemper","46","690",172
"G2800710","1840","Mississippi","280","Lafayette","0710","Lafayette","46","710",260
"G2800750","1840","Mississippi","280","Lauderdale","0750","Lauderdale","46","750",0
"G2800770","1840","Mississippi","280","Lawrence","0770","Lawrence","46","770",273
"G2800790","1840","Mississippi","280","Leake","0790","Leake","46","790",208
"G2800870","1840","Mississippi","280","Lowndes","0870","Lowndes","46","870",15
"G2800890","1840","Mississippi","280","Madison","0890","Madison","46","890",85
"G2800910","1840","Mississippi","280","Marion","0910","Marion","46","910",159
"G2800930","1840","Mississippi","280","Marshall","0930","Marshall","46","930",181
"G2800950","1840","Mississippi","280","Monroe","0950","Monroe","46","950",305
"G2800990","1840","Mississippi","280","Neshoba","0990","Neshoba","46","990",145
"G2801010","1840","Mississippi","280","Newton","1010","Newton","46","1010",265
"G2801030","1840","Mississippi","280","Noxubee","1030","Noxubee","46","1030",63
"G2801050","1840","Mississippi","280","Oktibbeha","1050","Oktibbeha","46","1050",115
"G2801070","1840","Mississippi","280","Panola","1070","Panola","46","1070",112
"G2801110","1840","Mississippi","280","Perry","1110","Perry","46","1110",230
"G2801130","1840","Mississippi","280","Pike","1130","Pike","46","1130",272
"G2801150","1840","Mississippi","280","Pontotoc","1150","Pontotoc","46","1150",87
"G2801210","1840","Mississippi","280","Rankin","1210","Rankin","46","1210",193
"G2801230","1840","Mississippi","280","Scott","1230","Scott","46","1230",62
"G2801270","1840","Mississippi","280","Simpson","1270","Simpson","46","1270",178
"G2801290","1840","Mississippi","280","Smith","1290","Smith","46","1290",201
"G2801350","1840","Mississippi","280","Tallahatchie","1350","Tallahatchie","46","1350",17
"G2801390","1840","Mississippi","280","Tippah","1390","Tippah","46","1390",1
"G2801410","1840","Mississippi","280","Tishomingo","1410","Tishomingo","46","1410",282
"G2801430","1840","Mississippi","280","Tunica","1430","Tunica","46","1430",28
"G2801490","1840","Mississippi","280","Warren","1490","Warren","46","1490",184
"G2801510","1840","Mississippi","280","Washington","1510","Washington","46","1510",0
"G2801530","1840","Mississippi","280","Wayne","1530","Wayne","46","1530",174
"G2801570","1840","Mississippi","280","Wilkinson","1570","Wilkinson","46","1570",48
"G2801590","1840","Mississippi","280","Winston","1590","Winston","46","1590",0
"G2801610","1840","Mississippi","280","Yalobusha","1610","Yalobusha","46","1610",58
"G2801630","1840","Mississippi","280","Yazoo","1630","Yazoo","46","1630",147
"G2900070","1840","Missouri","290","Audrain","0070","Audrain","34","70",167
"G2900090","1840","Missouri","290","Barry","0090","Barry","34","90",450
"G2900150","1840","Missouri","290","Benton","0150","Benton","34","150",76
"G2900190","1840","Missouri","290","Boone","0190","Boone","34","190",574
"G2900210","1840","Missouri","290","Buchanan","0210","Buchanan","34","210",280
"G2900250","1840","Missouri","290","Caldwell","0250","Caldwell","34","250",0
"G2900270","1840","Missouri","290","Callaway","0270","Callaway","34","270",169
"G2900310","1840","Missouri","290","Cape Girardeau","0310","Cape Girardeau","34","310",628
"G2900330","1840","Missouri","290","Carroll","0330","Carroll","34","330",220
"G2900410","1840","Missouri","290","Chariton","0410","Chariton","34","410",180
"G2900450","1840","Missouri","290","Clark","0450","Clark","34","450",89
"G2900470","1840","Missouri","290","Clay","0470","Clay","34","470",351
"G2900490","1840","Missouri","290","Clinton","0490","Clinton","34","490",85
"G2900510","1840","Missouri","290","Cole","0510","Cole","34","510",788
"G2900530","1840","Missouri","290","Cooper","0530","Cooper","34","530",359
"G2900550","1840","Missouri","290","Crawford","0550","Crawford","34","550",533
"G2900610","1840","Missouri","290","Daviess","0610","Daviess","34","610",271
"G2900710","1840","Missouri","290","Franklin","0710","Franklin","34","710",463
"G2900730","1840","Missouri","290","Gasconade","0730","Gasconade","34","730",112
"G2900770","1840","Missouri","290","Greene","0770","Greene","34","770",322
"G2900890","1840","Missouri","290","Howard","0890","Howard","34","890",7
"G2900950","1840","Missouri","290","Jackson","0950","Jackson","34","950",342
"G2900990","1840","Missouri","290","Jefferson","0990","Jefferson","34","990",303
"G2901010","1840","Missouri","290","Johnson","1010","Johnson","34","1010",338
"G2901070","1840","Missouri","290","Lafayette","1070","Lafayette","34","1070",0
"G2901110","1840","Missouri","290","Lewis","1110","Lewis","34","1110",233
"G2901130","1840","Missouri","290","Lincoln","1130","Lincoln","34","1130",268
"G2901150","1840","Missouri","290","Linn","1150","Linn","34","1150",0
"G2901170","1840","Missouri","290","Livingston","1170","Livingston","34","1170",170
"G2901210","1840","Missouri","290","Macon","1210","Macon","34","1210",724
"G2901230","1840","Missouri","290","Madison","1230","Madison","34","1230",286
"G2901270","1840","Missouri","290","Marion","1270","Marion","34","1270",87
"G2901310","1840","Missouri","290","Miller","1310","Miller","34","1310",197
"G2901370","1840","Missouri","290","Monroe","1370","Monroe","34","1370",540
"G2901390","1840","Missouri","290","Montgomery","1390","Montgomery","34","1390",227
"G2901410","1840","Missouri","290","Morgan","1410","Morgan","34","1410",339
"G2901430","1840","Missouri","290","New Madrid","1430","New Madrid","34","1430",453
"G2901450","1840","Missouri","290","Newton","1450","Newton","34","1450",490
"G2901570","1840","Missouri","290","Perry","1570","Perry","34","1570",34
"G2901590","1840","Missouri","290","Pettis","1590","Pettis","34","1590",43
"G2901630","1840","Missouri","290","Pike","1630","Pike","34","1630",144
"G2901650","1840","Missouri","290","Platte","1650","Platte","34","1650",510
"G2901670","1840","Missouri","290","Polk","1670","Polk","34","1670",929
"G2901690","1840","Missouri","290","Pulaski","1690","Pulaski","34","1690",1015
"G2901730","1840","Missouri","290","Ralls","1730","Ralls","34","1730",67
"G2901750","1840","Missouri","290","Randolph","1750","Randolph","34","1750",423
"G2901770","1840","Missouri","290","Ray","1770","Ray","34","1770",419
"G2901810","1840","Missouri","290","Ripley","1810","Ripley","34","1810",489
"G2901815","1840","Missouri","290","Rives","1815","Rives","34","830",221
"G2901830","1840","Missouri","290","St Charles","1830","St Charles","34","1830",299
"G2901860","1840","Missouri","290","Ste Genevieve","1860","Ste Genevieve","34","1930",137
"G2901870","1840","Missouri","290","St Francois","1870","St Francois","34","1870",228
"G2901890","1840","Missouri","290","St Louis","1890","St Louis","34","1890",934
"G2901950","1840","Missouri","290","Saline","1950","Saline","34","1950",115
"G2902010","1840","Missouri","290","Scott","2010","Scott","34","2010",240
"G2902050","1840","Missouri","290","Shelby","2050","Shelby","34","2050",19
"G2902070","1840","Missouri","290","Stoddard","2070","Stoddard","34","2070",591
"G2902130","1840","Missouri","290","Taney","2130","Taney","34","2130",426
"G2902155","1840","Missouri","290","Van Buren","2155","Van Buren","34","370",397
"G2902190","1840","Missouri","290","Warren","2190","Warren","34","2190",4
"G2902210","1840","Missouri","290","Washington","2210","Washington","34","2210",186
"G2902230","1840","Missouri","290","Wayne","2230","Wayne","34","2230",466
"G3300050","1840","New Hampshire","330","Cheshire","0050","Cheshire","4","50",52
"G3300070","1840","New Hampshire","330","Coos","0070","Coos","4","70",100
"G3300090","1840","New Hampshire","330","Grafton","0090","Grafton","4","90",7
"G3300110","1840","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",43
"G3300130","1840","New Hampshire","330","Merrimack","0130","Merrimack","4","130",154
"G3300150","1840","New Hampshire","330","Rockingham","0150","Rockingham","4","150",7
"G3300170","1840","New Hampshire","330","Strafford","0170","Strafford","4","170",561
"G3300190","1840","New Hampshire","330","Sullivan","0190","Sullivan","4","190",8
"G3400010","1840","New Jersey","340","Atlantic","0010","Atlantic","12","10",279
"G3400030","1840","New Jersey","340","Bergen","0030","Bergen","12","30",284
"G3400050","1840","New Jersey","340","Burlington","0050","Burlington","12","50",174
"G3400090","1840","New Jersey","340","Cape May","0090","Cape May","12","90",10
"G3400110","1840","New Jersey","340","Cumberland","0110","Cumberland","12","110",162
"G3400130","1840","New Jersey","340","Essex","0130","Essex","12","130",460
"G3400150","1840","New Jersey","340","Gloucester","0150","Gloucester","12","150",611
"G3400170","1840","New Jersey","340","Hudson","0170","Hudson","12","170",137
"G3400190","1840","New Jersey","340","Hunterdon","0190","Hunterdon","12","190",244
"G3400210","1840","New Jersey","340","Mercer","0210","Mercer","12","210",390
"G3400230","1840","New Jersey","340","Middlesex","0230","Middlesex","12","230",23
"G3400250","1840","New Jersey","340","Monmouth","0250","Monmouth","12","250",1041
"G3400270","1840","New Jersey","340","Morris","0270","Morris","12","270",410
